ccode,cnumber,cname,credit_hours,lecture_hours,lab_hours,description,prereqs,
HLTH,236,INTRO HLTH DISPAR & DIVERSITY,3,null,null,null,null,
HLTH,240,COMP TECH IN HLTH/KINE,3,null,null,null,null,
HLTH,331,COMMUNITY HEALTH,3,null,null,null,null,
HLTH,333,SPIRITUALITY & HEALTH,3,null,null,null,null,
HLTH,334,WOMENS HEALTH,3,null,null,null,null,
HLTH,335,HUMAN DISEASES,3,null,null,null,null,
HLTH,342,HUMAN SEXUALITY,3,null,null,null,null,
HLTH,353,DRUGS & SOCIETY,3,null,null,null,null,
HLTH,354,MED TERM FOR HLTH PROF,3,null,null,null,null,
HLTH,403,CONSUMER HEALTH,3,null,null,null,null,
HLTH,405,RURAL HEALTH,3,null,null,null,null,
HLTH,410,WORKSITE HLTH PROMOTION,3,null,null,null,null,
HLTH,415,HEALTH ED METHODOLOGY,3,null,null,null,null,
HLTH,425,HLTH PROGRAM EVALUATION,3,null,null,null,null,
HLTH,429,ENVIRONMENTAL HEALTH,3,null,null,null,null,
HLTH,440,CONTEMP ISSUE COMM HLTH INTERN,3,null,null,null,null,
HLTH,481,SEMINAR IN ALLIED HEALTH,1,null,null,null,null,
HLTH,482,GRANT WRITING IN HLTH,1,null,null,null,null,
HLTH,484,COMMUNITY HEALTH INTERNSHIP,0,null,null,null,null,
HLTH,606,RESEARCH DEV & MULTIVAR STAT,3,null,null,null,null,
HLTH,634,WOMENS HEALTH,3,null,null,null,null,
HLTH,685,DIRECTED STUDIES,1,null,null,null,null,
HLTH,691,RESEARCH,1,null,null,null,null,
HMGT,201,FOUN HOSP HOTEL MGMT TOUR,3,null,null,null,null,
HMGT,210,DATA DRIVEN DEC MAKING IN HMGT,3,null,null,null,null,
HMGT,211,PLAN IMPLEMENT EVENTS PROGRAMS,0,null,null,null,null,
HMGT,223,MANAGING HOSP & TOUR ORGS,3,null,null,null,null,
HMGT,300,SUPRVSD FIELD STUDIES,3,null,null,null,null,
HMGT,301,RECREATION IN AMERICAN CULTURE,3,null,null,null,null,
HMGT,302,APPLIC TOURISM PRINCIPLES,3,null,null,null,null,
HMGT,312,MANAGING HUMAN CAPITAL HMGT,3,null,null,null,null,
HMGT,314,SERVICE QUALITY IN HMGT,3,null,null,null,null,
HMGT,320,EVENT MANAGEMENT & OPERATIONS,3,null,null,null,null,
HMGT,331,MKTG DIGITAL AGE HOSP & TOUR,3,null,null,null,null,
HMGT,340,GLOBAL COMM DIVERSE POP HMGT,3,null,null,null,null,
HMGT,352,HOTEL RESORT OPERATIONS,3,null,null,null,null,
HMGT,384,JUNIOR INTERNSHIP,2,null,null,null,null,
HMGT,401,ENTREPR HOSPIT TOUR & EVENTS,3,null,null,null,null,
HMGT,412,INTERNATIONAL EVENT MANAG: CHE,3,null,null,null,null,
HMGT,424,EVENT MANAGEMENT CAPSTONE,3,null,null,null,null,
HMGT,426,SUSTAINABLE TOURISM,3,null,null,null,null,
HMGT,442,INTL PERSP HOSP TOURISM EVENT,3,null,null,null,null,
HMGT,450,FINANCING HMGT SERVICES,3,null,null,null,null,
HMGT,451,LAW NEGOT RISK MGT HOS TOU REC,3,null,null,null,null,
HMGT,465,REVENUE MANAGEMENT,3,null,null,null,null,
HMGT,481,SEMINAR,1,null,null,null,null,
HMGT,484,INTERNSHIP,3,null,null,null,null,
HMGT,485,DIRECTED STUDIES,0,null,null,null,null,
HMGT,489,SPTP: HOSP/FOOD/CUL IN TOURIS,3,null,null,null,null,
HMGT,602,SOC SCI FNDTNS HOSP LEIS TOUR,3,null,null,null,null,
HMGT,650,FINANC HOSP HOTEL TOUR SERVS,3,null,null,null,null,
HMGT,685,DIRECTED STUDIES,1,null,null,null,null,
HMGT,689,SPTP: DISNEY HOSPITALITY OPER,3,null,null,null,null,
HMGT,691,RESEARCH,1,null,null,null,null,
HMGT,693,PROFESSIONAL STUDY: IN-AB,1,null,null,null,null,
HORT,201,HORT SCIENCE & PRACTICES,3,null,null,null,null,
HORT,202,HORT SCIENCES & PRAC LAB,1,null,null,null,null,
HORT,203,FLORAL DESIGN,3,null,null,null,null,
HORT,301,GARDEN SCIENCE,3,null,null,null,null,
HORT,308,PLANTS FOR SUST LANDSCAPES,3,null,null,null,null,
HORT,313,INTRO PLANT PHYSIOLOGY,3,null,null,null,null,
HORT,315,ISSUES IN HORTICULTURE,3,null,null,null,null,
HORT,326,PLANT PROPAGATION,3,null,null,null,null,
HORT,332,HORT LANDSCAPE GRAPHICS,3,null,null,null,null,
HORT,335,SOCIOHORTICULTURE,0,null,null,null,null,
HORT,416,UNDERSTANDING WINE,3,null,null,null,null,
HORT,419,VITICULTURE&SM FRUIT CUL,3,null,null,null,null,
HORT,425,HORT LANDSCAPE INSTALLATION,3,null,null,null,null,
HORT,426,INTL FLORICULTURE MKTG,3,null,null,null,null,
HORT,442,HORT LANDSCAPE DESIGN II,3,null,null,null,null,
HORT,452,FLORAL DESIGN WEDDING,3,null,null,null,null,
HORT,453,FLORAL ART,2,null,null,null,null,
HORT,481,SEMINAR,2,null,null,null,null,
HORT,484,INTERNSHIP,1,null,null,null,null,
HORT,485,DIRECTED STUDIES,1,null,null,null,null,
HORT,489,SPTP: KEYMETABOLITES HORTCROPS,3,null,null,null,null,
HORT,491,RESEARCH,1,null,null,null,null,
HORT,607,PLANT BIOCHEMISTRY,3,null,null,null,null,
HORT,625,ENVIRON INSTRUMENT PLANT RSRCH,3,null,null,null,null,
HORT,626,INTL FLORICULTURE MKTG,3,null,null,null,null,
HORT,630,POST HARVEST BIOLOGY,3,null,null,null,null,
HORT,685,DIRECTED STUDIES,1,null,null,null,null,
HORT,691,RESEARCH,1,null,null,null,null,
IBST,605,MEDICAL SCIENCES JOURNAL CLUB,1,null,null,null,null,
IBST,689,SPTP: MS&TECHSEM - NO PRELIM,2,null,null,null,null,
IBST,691,RESEARCH CREDIT: MEDICAL SCI,1,null,null,null,null,
IBUS,301,BUSINESS STUDY ABROAD,1,null,null,null,null,
IBUS,310,GLOBAL CONTEXT OF BUSI: QAT,3,null,null,null,null,
IBUS,320,GLOBAL SUSTAINABLE BUSINESS,3,null,null,null,null,
IBUS,401,GLOBAL MARKETING,3,null,null,null,null,
IBUS,450,INTERNATL ENVIR OF BUS,3,null,null,null,null,
IBUS,455,ASIAN BUSINESS ENVIRON,3,null,null,null,null,
IBUS,456,EUROPEAN INTEGRATION BUS,3,null,null,null,null,
IBUS,459,LATIN AMERICAN MARKETS: CRI,3,null,null,null,null,
IBUS,484,INTERNTL BUSN INTERN: IN-AB,1,null,null,null,null,
IBUS,485,DIRECTED STUDIES,3,null,null,null,null,
IBUS,685,DIRECTED STUDIES,3,null,null,null,null,
IBUS,692,INTL PROF STUDY II,1,null,null,null,null,
IBUS,693,INTL PROFESSIONAL STUDY,1,null,null,null,null,
ICPE,603,BIOENERGY,1.5,null,null,null,null,
ICPE,610,THE GLOBAL ENERGY FUTURE,1.5,null,null,null,null,
ICPE,613,NATURAL & SHALE GAS MONETIZTN,1.5,null,null,null,null,
ICPE,626,SAFETY IN ENERGY SYSTEMS,1.5,null,null,null,null,
ICPE,631,SUSTAIN CONSID IN ENERGY,1.5,null,null,null,null,
ICPE,638,DATA SCI FUND ENERGY I,1.5,null,null,null,null,
ICPE,641,DATA SCI FUND ENERGY II,1.5,null,null,null,null,
ICPE,642,ADV MACHINE LEARNING ENGY,1.5,null,null,null,null,
ICPE,644,DATA SCI PROCESS SYSTEMS,1.5,null,null,null,null,
ICPE,652,RENEWABLE ENERGY LAW,1.5,null,null,null,null,
ICPE,662,ECONOMICS OF ENERGY,1.5,null,null,null,null,
ICPE,665,ENERGY IND PROJ PF MGMT,1.5,null,null,null,null,
ICPE,689,SPTP: ENERGY SEMINAR,2,null,null,null,null,
ICPE,691,RESEARCH,1,null,null,null,null,
IDIS,240,INTRO TO INDSTRL DISTB,3,null,null,null,null,
IDIS,330,SALES ENGINEERING,4,null,null,null,null,
IDIS,340,MFGR DISTR RELATIONS,3,null,null,null,null,
IDIS,343,DISTRIBUTION LOGISTICS,3,null,null,null,null,
IDIS,344,DIST INFO & CTRL SYS,4,null,null,null,null,
IDIS,364,DISTRIBUTOR FINANCIAL MGMT,3,null,null,null,null,
IDIS,371,INDUST DISTRIB TECH SALES SEM,1,null,null,null,null,
IDIS,424,PURCH APPL IN DIST,3,null,null,null,null,
IDIS,433,INDUSTRIAL SALES FORCE DEVEL,3,null,null,null,null,
IDIS,434,QUALITY PRCS IN DISTRIB,3,null,null,null,null,
IDIS,443,DIST PROJECT & PROCESS MGMT,3,null,null,null,null,
IDIS,444,DIST PROJ & PROC MGMT II,3,null,null,null,null,
IDIS,450,ANALYTICS FOR DIST OPERATION,4,null,null,null,null,
IDIS,471,INDUSTRIAL B2B MARKETING,3,null,null,null,null,
IDIS,489,SPTP: INDUSTRIAL B2B MKTG,3,null,null,null,null,
IDIS,491,RESEARCH,1,null,null,null,null,
IDIS,651,DISTRIBUTION CUSTOMER EXPER,3,null,null,null,null,
IDIS,654,DISTRIBUTION CHANNEL DEV,3,null,null,null,null,
IDIS,656,LEADING PEOPLE & MANAGING PERF,3,null,null,null,null,
IDIS,664,DIST PROFIT ANALYSIS,3,null,null,null,null,
IDIS,665,DIST CAPSTONE PROJECT II,1,null,null,null,null,
INST,181,Independent Living Seminar for,0,null,null,null,null,
INST,210,UNDERSTAND SPECL POPUL,3,null,null,null,null,
INST,222,FOUND EDUC MULTICULTURAL SOCTY,3,null,null,null,null,
INST,301,EDUC PSYCHOLOGY,3,null,null,null,null,
INST,362,ESL METHODS I,3,null,null,null,null,
INST,363,ESL METHODS II,3,null,null,null,null,
INTA,201,INTRO TO INTS,3,null,null,null,null,
INTA,251,CONTEMP ISSUES MID EAST,3,null,null,null,null,
INTA,261,CONTEMP ISSUES GLOBAL SOUTH,3,null,null,null,null,
INTA,289,SPTP: PROF WRITING FOR PBLC SV,3,null,null,null,null,
INTA,300,INTERNATIONAL EXPERIENCE:IN-AB,0,null,null,null,null,
INTA,302,PRINCIPLES OF INTL AFFAIRS,3,null,null,null,null,
INTA,303,PRINCIPLES OF GLOBAL ECONOMY,3,null,null,null,null,
INTA,321,POLITICAL ISLAM & JIHAD,3,null,null,null,null,
INTA,406,TECH & GLOBAL CHANGE,3,null,null,null,null,
INTA,409,CULTURE NEOLIB GLOBALISM,3,null,null,null,null,
INTA,452,INTELLIGENCE & NAT SECURITY,3,null,null,null,null,
INTA,473,MODERN CHINESE POLITICAL HIST,3,null,null,null,null,
INTA,481,SEMINAR,3,null,null,null,null,
INTA,484,INTERNSHIP: IN-AB,3,null,null,null,null,
INTA,489,SPTP: INTNL ECON DEVELOPMENT,3,null,null,null,null,
INTA,494,LATIN AMERICAN POLITICS,3,null,null,null,null,
INTA,497,INDEPENDENT HONORS STUDY,3,null,null,null,null,
INTA,603,AMERICAN DIPLOMACY,3,null,null,null,null,
INTA,604,POLITIC CONT MIDDLE EAST,3,null,null,null,null,
INTA,605,AMERICAN FOREIGN POLICY,3,null,null,null,null,
INTA,606,INT POLITICS THRY PRACT,3,null,null,null,null,
INTA,608,GLOBAL ECONOMY,3,null,null,null,null,
INTA,613,DIPLOMATIC NEGOTIATIONS,3,null,null,null,null,
INTA,616,ECO DEVELOPMENT IN CHINA,3,null,null,null,null,
INTA,617,DETERRENCE AND COERCION,3,null,null,null,null,
INTA,621,CHINESE FOREIGN POLICY,3,null,null,null,null,
INTA,636,INTL DEV THEORY & PRAC,3,null,null,null,null,
INTA,637,FIELD RESEARCH METHODS,3,null,null,null,null,
INTA,638,POL ECON OF DEVL IN AFRICA,3,null,null,null,null,
INTA,643,INTL ORGANIZATIONS,3,null,null,null,null,
INTA,647,STATE BLDG & FAIL DEV WORLD,3,null,null,null,null,
INTA,651,NATIONAL SECURITY POLICY,3,null,null,null,null,
INTA,652,INTELL SECURITY AFFAIRS,3,null,null,null,null,
INTA,654,MILITARY STRATEGY,3,null,null,null,null,
INTA,655,NATL IMGRT TRSM IN EU,3,null,null,null,null,
INTA,659,TRANSNATIONAL SEC ISSUES,3,null,null,null,null,
INTA,661,NATO,3,null,null,null,null,
INTA,670,INTL AFFAIRS CAPSTNE SEM,3,null,null,null,null,
INTA,671,POL ECON OF MIDDLE EAST,3,null,null,null,null,
INTA,684,PROF INTERNSHIP,3,null,null,null,null,
INTA,685,DIRECTED STUDIES,3,null,null,null,null,
INTA,689,SPTP: CYBER LAW & NTNL SECURIT,3,null,null,null,null,
INTA,696,ANALYTIC TRADECRAFT,3,null,null,null,null,
INTA,698,ADV ANALYTIC TRADECRAFT,3,null,null,null,null,
INTA,700,ART OF COUNTERINTELLIGENCE,3,null,null,null,null,
INTA,704,AMERICAN GRAND STRATEGY,3,null,null,null,null,
INTA,705,BIODEFENSE FOR 21ST CENTURY,3,null,null,null,null,
INTA,710,INTELL COLLECTION SYSTEMS,3,null,null,null,null,
INTA,713,ADVANCED CYBER POLICY,3,null,null,null,null,
INTA,714,DEFENSE INTELLIGENCE,3,null,null,null,null,
INTA,721,HIST STRAT & AMER STATECRAFT,3,null,null,null,null,
ISEN,210,DETERMINIST OPTIM MODEL DESIGN,2,null,null,null,null,
ISEN,230,INFORMATICS FOR INDUSTRIAL ENG,3,null,null,null,null,
ISEN,281,ESSENT MDRN MFTG METH ENGR DES,3,null,null,null,null,
ISEN,291,RESEARCH,1,null,null,null,null,
ISEN,302,ECON ANLY ENGR PROJECT,2,null,null,null,null,
ISEN,310,UNCERTAINTY MODELING FOR IE,3,null,null,null,null,
ISEN,311,INTRO DATA ANLY & ENGR,3,null,null,null,null,
ISEN,320,OPERATIONS RESEARCH I,3,null,null,null,null,
ISEN,330,HUMAN SYSTEMS INTERACTION,3,null,null,null,null,
ISEN,340,OPERATIONS RESEARCH II,3,null,null,null,null,
ISEN,350,QUALITY ENGINEERING,3,null,null,null,null,
ISEN,355,SYSTEM SIMULATION,3,null,null,null,null,
ISEN,370,PRODUCTION SYSTEMS ENGR,3,null,null,null,null,
ISEN,399,PROFESSIONAL DEVELOPMENT,0,null,null,null,null,
ISEN,405,FACILITIES DESIGN AND MTL HAND,3,null,null,null,null,
ISEN,410,ADVANCED ENGINEERING ECONOMY,3,null,null,null,null,
ISEN,411,ENGR MGMT TECHNIQUES,3,null,null,null,null,
ISEN,413,ADVANCED DATA ANALYTICS,3,null,null,null,null,
ISEN,414,TOTAL QUALITY ENGR,3,null,null,null,null,
ISEN,425,DGN & ANALY IND SYSTEM,3,null,null,null,null,
ISEN,427,DECISION & RISK ANALYSIS,3,null,null,null,null,
ISEN,432,HUMAN FACTORS ENGR AERO DESIGN,3,null,null,null,null,
ISEN,433,BIOMECHANICS OF WORK,3,null,null,null,null,
ISEN,434,HUMAN ERROR & RESIL SYS DESG,3,null,null,null,null,
ISEN,440,SYSTEMS THINKING,3,null,null,null,null,
ISEN,453,MANUFACTURING OPERATIONS,3,null,null,null,null,
ISEN,460,CAPSTONE SENIOR DESIGN,3,null,null,null,null,
ISEN,485,DIRECTED STUDIES,1,null,null,null,null,
ISEN,489,SPTP: ALGORITHMIC GAME THEORY,3,null,null,null,null,
ISEN,491,RESEARCH,1,null,null,null,null,
ISEN,608,INDUS CASE ANALYSIS,3,null,null,null,null,
ISEN,613,ENGR DATA ANALYSIS,3,null,null,null,null,
ISEN,614,ADVAN QUALITY CONTROL,3,null,null,null,null,
ISEN,616,DES & ANALY IND EXPER,3,null,null,null,null,
ISEN,617,QUAN MOD SUPPLY CHN CDN,3,null,null,null,null,
ISEN,620,SURVEY OPTIMIZATION,3,null,null,null,null,
ISEN,623,NON-LINEAR & DYN PROG,3,null,null,null,null,
ISEN,625,SIMULATN METHODS & APP,3,null,null,null,null,
ISEN,627,ENGR ANLYS FOR DEC MAK,3,null,null,null,null,
ISEN,630,HUM OPER IN COMPLX SYS,3,null,null,null,null,
ISEN,632,HUMAN FACTORS ENGR AERO DESIGN,3,null,null,null,null,
ISEN,633,BIOMECHANICS OF WORK,3,null,null,null,null,
ISEN,641,SYSTEMS ENGR METHODS,3,null,null,null,null,
ISEN,663,MGMT CONTROL SYSTEMS,3,null,null,null,null,
ISEN,667,ENGINEERING ECONOMY,3,null,null,null,null,
ISEN,681,SEMINAR,1,null,null,null,null,
ISEN,684,PROFESSIONAL INTERNSHIP: IN-AB,1,null,null,null,null,
ISEN,691,RESEARCH,1,null,null,null,null,
ISTM,209,BUSN INFO SYSTEM CONCEPT,3,null,null,null,null,
ISTM,210,FUND OF INFO SYSTEMS,3,null,null,null,null,
ISTM,250,PROGRAMMING LOGIC & DESIGN,3,null,null,null,null,
ISTM,281,PROF DEV INFO SYSTEMS SEMINAR,1,null,null,null,null,
ISTM,310,NETWORK COMM & INFRASTRUCTURE,3,null,null,null,null,
ISTM,313,FOUND DATA ANALYTICS NON-MIS,3,null,null,null,null,
ISTM,315,DATABASE PROGRAMMING,3,null,null,null,null,
ISTM,320,BUS SYSTEMS ANLY & DESN,3,null,null,null,null,
ISTM,360,APPLIED PREDICTIVE ANALYTICS,3,null,null,null,null,
ISTM,365,FUNDAMENTALS CLOUD COMPUTING,3,null,null,null,null,
ISTM,380,HUMAN COMPUTER INTERACTION,3,null,null,null,null,
ISTM,410,MGMT INFORMATION SYSTEMS,3,null,null,null,null,
ISTM,415,INFO SYSTEMS CAPSTONE PROJECT,3,null,null,null,null,
ISTM,440,INTERNATIONAL TECHNOLOGY: SGP,3,null,null,null,null,
ISTM,450,BUS INTELL & DATA MINING,3,null,null,null,null,
ISTM,455,CYBERSECURITY MANAGEMENT,3,null,null,null,null,
ISTM,481,INFORMATION SYSTEMS SEMINAR,1,null,null,null,null,
ISTM,489,SPTP: ENERGY INDUSTRY TRANS,3,null,null,null,null,
ISTM,601,FUNDAMENTALS OF BUS PROG,3,null,null,null,null,
ISTM,610,NETWORK & CLOUD INFRASTRUCTURE,3,null,null,null,null,
ISTM,615,BUSINESS DATABASE SYSTEM,3,null,null,null,null,
ISTM,620,SYS ANALYSIS & DESIGN,3,null,null,null,null,
ISTM,622,ADV DATA MANAGEMENT,3,null,null,null,null,
ISTM,630,MIS PROJ MGMT AND IMPL,3,null,null,null,null,
ISTM,631,IS DESIGN & DEVELOP PROJ,3,null,null,null,null,
ISTM,635,BUS INFORMATION SECURITY,3,null,null,null,null,
ISTM,643,CORP INFO PLAN,3,null,null,null,null,
ISTM,645,IT SECURITY CONTROLS,3,null,null,null,null,
ISTM,650,BUSINESS DATA MINING,3,null,null,null,null,
ISTM,655,SEC MGMT & COMPLIANCE,3,null,null,null,null,
ISTM,660,APPLIED PREDICTIVE ANALYTICS,3,null,null,null,null,
ISTM,665,CLOUD COMPUTING TECHNOLOGIES,3,null,null,null,null,
ISTM,684,PROFESSIONAL INTERNSHIP,1,null,null,null,null,
ISTM,685,DIRECTED STUDIES,3,null,null,null,null,
ISTM,689,SPTP: BLOCKCHAIN AND AI IN BUS,3,null,null,null,null,
ISTM,705,INFO MGMT FOR DECISION MAKING,2,null,null,null,null,
ITAL,102,BEGINNING ITALIAN II,4,null,null,null,null,
ITAL,202,INTERMED ITALIAN II,3,null,null,null,null,
ITAL,453,ITALIAN LITERATURE,3,null,null,null,null,
ITAL,485,DIRECTED STUDIES,3,null,null,null,null,
ITDE,301,INTERDISC ENG EXPERIMENTATION,1,null,null,null,null,
ITDE,399,HIGH IMPACT EXP ITDE ENGRS,0,null,null,null,null,
ITDE,402,ITDE CAPSTONE DESIGN II,2,null,null,null,null,
ITDE,489,SPTP: STEM IN NAT SECURITY,3,null,null,null,null,
ITDE,499,DEGREE PLAN APPROVAL FOR ITDE,0,null,null,null,null,
ITDE,684,PROFESSIONAL INTERNSHIP,1,null,null,null,null,
ITDE,685,DIRECTED STUDIES,1,null,null,null,null,
ITDE,689,SPTP: STARTUP FUNDAMENTALS,3,null,null,null,null,
ITDE,691,RESEARCH,1,null,null,null,null,
ITDE,710,RSRCH LIFECYCLE & PUBLCN ENGR,3,null,null,null,null,
ITSV,272,FOUN INFO TECH MGMT,3,null,null,null,null,
ITSV,274,FOUNDATIONS OF NETWORKING,3,null,null,null,null,
ITSV,303,UNIX SYS ADMIN PRACT,4,null,null,null,null,
ITSV,308,CYBERSECURITY DIGITAL ETHICS,3,null,null,null,null,
ITSV,316,DBASE SYS ADMIN & APPL,4,null,null,null,null,
ITSV,412,CONTEMP ISSUES IN TCM,3,null,null,null,null,
JAPN,102,BEGINNING JAPANESE II,4,null,null,null,null,
JAPN,202,INTERMEDIATE JAPANESE II,4,null,null,null,null,
JAPN,302,UPPER LEVEL JAPANESE II,3,null,null,null,null,
JAPN,485,DIRECTED STUDIES,1,null,null,null,null,
JAPN,491,RESEARCH,1,null,null,null,null,
JOUR,102,AMERICAN MASS MEDIA,3,null,null,null,null,
JOUR,200,MASS MEDIA INFORMATION,3,null,null,null,null,
JOUR,203,MEDIA WRITING I,3,null,null,null,null,
JOUR,230,COMM TECHNOLOGY SKILLS,3,null,null,null,null,
JOUR,250,NEW MEDIA AND IND VOICE,3,null,null,null,null,
JOUR,285,DIRECTED STUDIES,1,null,null,null,null,
JOUR,289,SPTP: PODCAST STORYTELLING,3,null,null,null,null,
JOUR,301,COMM LAW & POLICY,3,null,null,null,null,
JOUR,302,MASS MEDIA & POLITICS,3,null,null,null,null,
JOUR,304,EDITING FOR MASS MEDIA,3,null,null,null,null,
JOUR,318,VISUAL JOURNALISM,3,null,null,null,null,
JOUR,341,MOBILE JOURNALISM,3,null,null,null,null,
JOUR,346,MEDIA, CULTURE & IDENTITY,3,null,null,null,null,
JOUR,359,REPORTING SPORTS,3,null,null,null,null,
JOUR,365,INTERNATIONAL COMM,3,null,null,null,null,
JOUR,451,ARTS & ENTERTAIN JOUR,3,null,null,null,null,
JOUR,458,GLOBAL MEDIA,3,null,null,null,null,
JOUR,468,MAGAZINE FEATURE WRITING,3,null,null,null,null,
JOUR,484,INTERNSHIP,3,null,null,null,null,
JOUR,485,DIRECTED STUDIES,3,null,null,null,null,
JOUR,489,SPTP: PHOTOJOURNALISM I,3,null,null,null,null,
JOUR,490,JOUR AS A PROFESSION,3,null,null,null,null,
JWST,285,DIRECTED STUDIES,1,null,null,null,null,
JWST,301,CONTEMPORARY JEWISH CULTURES,3,null,null,null,null,
KINE,120,SCI BASIC HLTH&FIT AEROBIC RUN,1,null,null,null,null,
KINE,121,PHYS & MOTOR FITNESS,2,null,null,null,null,
KINE,199,MAJORS AEROBIC MOVEMENT,1,null,null,null,null,
KINE,210,THE ART OF MOVEMENT,3,null,null,null,null,
KINE,213,FOUNDATIONS OF KINE,3,null,null,null,null,
KINE,215,FUNDAMENTALS OF COACHING,3,null,null,null,null,
KINE,216,FIRST AID,2,null,null,null,null,
KINE,223,INTRO SCI HLTH&FIT ACTION BALL,3,null,null,null,null,
KINE,282,CULTURE OF WELLNESS TAI CHI,3,null,null,null,null,
KINE,285,DIRECTED STUDIES,0,null,null,null,null,
KINE,291,RESEARCH,0,null,null,null,null,
KINE,305,SPORT NUTRITION,3,null,null,null,null,
KINE,307,LIFESPAN MOTOR DEVELOP,3,null,null,null,null,
KINE,312,COACHING OF BASEBALL,2,null,null,null,null,
KINE,314,COACHING OF SOCCER,2,null,null,null,null,
KINE,318,CARE OF THE ATHLETE,3,null,null,null,null,
KINE,324,CAREER DEV COACH & YOUTH DEV,3,null,null,null,null,
KINE,325,ADMIN & ATHLETIC OPERATIONS,3,null,null,null,null,
KINE,335,COACHING GROUP FITNESS,2,null,null,null,null,
KINE,340,ESSENTIAL STRENGTH & CONDITION,3,null,null,null,null,
KINE,345,COACHING OF WEIGHT TRAINING,2,null,null,null,null,
KINE,351,COACHING OF BASKETBALL,2,null,null,null,null,
KINE,353,COACHING OF SOFTBALL,2,null,null,null,null,
KINE,355,COACHING OF TRACK,2,null,null,null,null,
KINE,404,COACHING PSYC,3,null,null,null,null,
KINE,406,MTR LEARN & SKILL PERF,3,null,null,null,null,
KINE,407,MOTOR CONTROL & LEARNING LAB,1,null,null,null,null,
KINE,426,EXERCISE BIOMECHANICS,3,null,null,null,null,
KINE,427,THERAPEUTIC PRINCIPLES,3,null,null,null,null,
KINE,428,EXERCISE BIOMECHANICS LAB,1,null,null,null,null,
KINE,433,PHYSIOLOGY OF EXERCISE,3,null,null,null,null,
KINE,435,PHYS OF EXERCISE LAB,1,null,null,null,null,
KINE,439,EXERCISE EVAL & PRESCP,4,null,null,null,null,
KINE,483,PRACTICUM IN KINESIOLOGY,0,null,null,null,null,
KINE,484,INTERNSHIP IN KINE,0,null,null,null,null,
KINE,485,DIRECTED STUDIES,0,null,null,null,null,
KINE,491,RESEARCH,0,null,null,null,null,
KINE,601,RDG RSCH PUBL IN KINE,3,null,null,null,null,
KINE,614,EXTERNAL RESEARCH FUND DEVELOP,3,null,null,null,null,
KINE,626,EXERCISE CLIN POPULATION,3,null,null,null,null,
KINE,627,EXERCISE BIOMECHANICS,3,null,null,null,null,
KINE,629,PHYSIOLOGY STRENGTH COND,3,null,null,null,null,
KINE,630,PERIODIZED MODELS,3,null,null,null,null,
KINE,637,EXERCISE PHYSIOLOGY,3,null,null,null,null,
KINE,639,EXERCISE ECG,3,null,null,null,null,
KINE,647,INST & TECH EX PHYS I,2,null,null,null,null,
KINE,651,INTRO HUM CLIN RSCH,3,null,null,null,null,
KINE,681,SEMINAR: KINESIOLOGY,1,null,null,null,null,
KINE,682,SEM:SCIENTIFIC WRITING & PUBL,1,null,null,null,null,
KINE,683,PRACTICUM IN KINESIOLOGY,3,null,null,null,null,
KINE,684,PROF INTERNSHIP,1,null,null,null,null,
KINE,685,DIRECTED STUDIES,1,null,null,null,null,
KINE,690,THEORY OF RES IN DISCI,3,null,null,null,null,
KINE,691,RESEARCH,1,null,null,null,null,
LAND,101,INTRO LAND ARCH PRACT,1,null,null,null,null,
LAND,112,LAND ARCH COMMUNICATN II,3,null,null,null,null,
LAND,212,LANDSCAPE DESIGN II,4,null,null,null,null,
LAND,232,LAND CONSTRUCTION II,3,null,null,null,null,
LAND,240,HIST OF LANDSCPE ARCH,3,null,null,null,null,
LAND,241,HIST &DEV LAND ARCH IN AMERICA,3,null,null,null,null,
LAND,312,LANDSCAPE DESIGN IV,5,null,null,null,null,
LAND,331,LAND CONSTRUCTION III,4,null,null,null,null,
LAND,412,LANDSCAPE DESIGN VI,5,null,null,null,null,
LAND,431,PROFESSIONAL PRACTICE,3,null,null,null,null,
LAND,485,DIRECTED STUDIES,1,null,null,null,null,
LAND,489,SPTP: DIG COM: LA WORKFLOW DEV,1,null,null,null,null,
LAND,602,CULTR SOCIAL ISSUES LAND ARCH,5,null,null,null,null,
LAND,614,LAND ARCH CONSTRUCTION,4,null,null,null,null,
LAND,621,OPEN SP LAND USE PLAN II,5,null,null,null,null,
LAND,630,DEVELOPMENT OF LAND ARCH,3,null,null,null,null,
LAND,632,DESIGN FOR ACTIVE LIVING,3,null,null,null,null,
LAND,635,CONCEPTS OF ECO PLAN DSN,3,null,null,null,null,
LAND,640,RSCH MTD IN LAND ARCH,3,null,null,null,null,
LAND,646,PROFESSIONAL PRACTICE,3,null,null,null,null,
LAND,681,SEMINAR,1,null,null,null,null,
LAND,693,PROFESSIONAL STUDY,1,null,null,null,null,
LAW,602,CONSTITUTIONAL LAW,4,null,null,null,null,
LAW,603,CONTRACTS,4,null,null,null,null,
LAW,605,PROPERTY,4,null,null,null,null,
LAW,607,BUSINESS ASSOCIATIONS I,3,null,null,null,null,
LAW,611,EVIDENCE,4,null,null,null,null,
LAW,612,PROFESSIONAL RESP,3,null,null,null,null,
LAW,615,RETIREMENT PLAN & EMPL BENEFIT,3,null,null,null,null,
LAW,618,CONTRACT LAW & STRATEGIES,3,null,null,null,null,
